Force (N)_mean,Force (N)_std,Force (N)_min,Force (N)_max,Current (A)_mean,Current (A)_std,Current (A)_min,Current (A)_max,Pressure (PSI),Welding Time (ms),Angle (Deg),Thickness A (mm),Thickness B (mm),Welding_Time_Total
77.758,0.034253953543101505,77.71,77.82,2664.688,615.2842001655279,1184.69,3247.59,60,1000,0,0.638,0.641,10000
84.44636363636363,0.5796770260631781,83.72,85.48,2200.629090909091,402.5750794188469,1278.27,2652.3,60,1000,0,0.638,0.635,11000
85.81818181818181,0.20570941552676272,85.49,86.1,2118.7981818181815,418.61186502100446,1079.88,2489.73,60,1000,0,0.639,0.631,11000
99.8409090909091,0.3910870630807077,99.36,100.52,3272.950909090909,755.0491903770845,1709.96,4236.29,80,1000,0,0.631,0.634,11000
98.19636363636364,0.6770564633362999,97.24,99.28,3539.9927272727273,617.7883429960604,2245.65,4320.71,80,1000,0,0.637,0.631,11000
96.606,0.3106337607751867,96.29,97.12,3382.0370000000003,675.5328345675648,2035.11,4306.36,80,1000,0,0.631,0.64,10000
98.5281818181818,1.4534429344271995,96.35,100.69,3097.6427272727274,733.6151037170773,1630.67,4085.83,80,1000,0,0.62,0.634,11000
101.60181818181819,1.0342032506409857,100.04,103.17,3061.5163636363636,747.4360486526285,1284.98,3740.81,80,1000,0,0.639,0.639,11000
104.36181818181818,0.2082219095973397,104.09,104.74,3023.9172727272726,787.2660706024477,1206.27,3957.1,80,1000,0,0.634,0.617,11000
103.76090909090908,0.1009410268874404,103.65,103.99,2947.597272727273,751.1274585327169,1436.65,3686.63,80,1000,0,0.622,0.623,11000
103.57363636363635,0.06845038017026803,103.49,103.69,2961.7863636363636,728.0694579128108,1207.7,3758.7,80,1000,0,0.616,0.636,11000
104.484,0.24373026985674143,104.11,104.82,3034.822,650.1404939241979,1419.79,3786.97,80,1000,0,0.626,0.624,10000
105.7590909090909,0.06847693705979432,105.62,105.81,2936.4527272727273,707.4201541812462,1374.24,3701.99,80,1000,0,0.632,0.632,11000
106.42454545454547,0.03587858312799954,106.35,106.46,2928.6981818181816,552.7522165277709,1806.79,3649.11,80,1000,0,0.645,0.64,11000
106.60545454545455,0.07216143518024554,106.42,106.65,2718.406363636364,729.1754358900569,867.96,3365.67,80,1000,0,0.627,0.637,11000
