Force (N)_mean,Force (N)_std,Force (N)_min,Force (N)_max,Current (A)_mean,Current (A)_std,Current (A)_min,Current (A)_max,Pressure (PSI),Welding Time (ms),Angle (Deg),Thickness A (mm),Thickness B (mm),Welding_Time_Total
82.81,0.42871902220452845,82.25,83.46,3576.124444444444,476.80030505734527,2543.05,4184.82,60,800,15,0.63,0.633,7200
82.03999999999999,0.14890073395194436,81.8,82.22,3593.995,460.44967319225793,2928.44,4235.89,60,800,15,0.628,0.644,6400
81.57875,0.09948976975405616,81.43,81.73,3643.08125,363.0795401418852,3099.08,4353.23,60,800,15,0.62,0.631,6400
89.17999999999999,0.07771743691090854,89.07,89.26,3229.375,761.4833882035772,1849.14,4040.97,60,600,15,0.627,0.621,3600
89.19857142857143,0.06693991620067007,89.11,89.31,3832.137142857143,624.689943350947,2876.29,4823.67,60,600,15,0.625,0.624,4200
89.32,0.07949842765740588,89.26,89.46,3768.8416666666667,481.42361875656513,3023.8,4341.36,60,600,15,0.631,0.635,3600
89.52,0.08925618559330956,89.46,89.7,3690.371428571428,562.9523110480014,2708.13,4571.39,60,600,15,0.629,0.63,4200
89.82428571428571,0.08599557020706147,89.73,89.96,3776.565714285714,505.14864109016287,2899.52,4513.84,60,600,15,0.633,0.625,4200
89.94571428571429,0.05883795341363195,89.87,90.05,3449.825714285714,806.9605144172613,1990.68,4473.65,60,600,15,0.62,0.62,4200
90.04857142857144,0.07244045173533095,89.98,90.18,3394.687142857143,572.5755325926963,2371.56,4012.78,60,600,15,0.629,0.615,4200
90.24857142857142,0.11126972805282771,90.16,90.45,3337.1685714285713,613.6077848112361,2083.56,3989.99,60,600,15,0.621,0.62,4200
91.05428571428571,0.3958895949991175,90.53,91.64,3600.5071428571428,514.6762707344714,2663.3,4181.53,60,600,15,0.627,0.625,4200
92.07714285714285,0.16660475040389502,91.81,92.26,3336.565714285714,544.9191677015696,2648.4,4226.54,60,600,15,0.626,0.622,4200
91.485,0.3890372732785422,91.02,92.07,3454.2883333333334,739.9582017497113,2252.54,4396.48,60,600,15,0.619,0.624,3600
92.77,0.3845516870330924,92.27,93.32,3653.42,481.6078699523089,3093.53,4433.49,60,600,15,0.632,0.618,3600
94.5,0.09380831519646955,94.4,94.66,3256.44,581.0803445307711,2259.4,4091.3,60,600,15,0.622,0.622,4200
94.66857142857144,0.11524301445619949,94.58,94.87,3330.2657142857142,484.48372122143735,2703.68,4017.92,60,600,15,0.617,0.614,4200
94.72,0.08225975119502159,94.64,94.87,3453.468571428571,584.8836216840799,2431.72,4211.05,60,600,15,0.618,0.613,4200
94.39428571428572,0.18937239704324038,94.25,94.74,3521.8228571428567,665.8990765552559,2228.74,4434.65,60,600,15,0.62,0.615,4200
94.90571428571427,0.09071147352221043,94.78,95.0,3558.6,665.5129205607756,2233.36,4235.89,60,600,15,0.637,0.633,4200
94.85571428571428,0.08695921320886578,94.74,94.99,3646.0842857142857,597.622462732037,2748.47,4493.22,60,600,15,0.625,0.639,4200
94.64142857142858,0.04099941927579106,94.59,94.69,3534.468571428571,579.0701417338137,2571.97,4345.32,60,600,15,0.618,0.615,4200
94.61428571428571,0.036903993847614516,94.57,94.67,3865.075714285714,511.74531542741533,3206.55,4585.3,60,600,15,0.613,0.624,4200
94.49285714285715,0.05936168397047014,94.39,94.56,4008.3314285714287,557.723063907425,2982.56,4835.78,60,600,15,0.625,0.624,4200
93.96428571428571,0.23564501146548822,93.65,94.31,3661.4014285714284,562.1499058800528,2663.3,4436.2,60,600,15,0.621,0.631,4200
93.15142857142857,0.02410295378065327,93.12,93.19,3402.2014285714286,299.8881291653369,2960.57,3710.34,60,600,15,0.614,0.623,4200
93.37714285714286,0.12697956341005665,93.21,93.57,3835.7400000000002,601.6925467379496,2659.42,4555.57,60,600,15,0.622,0.613,4200
93.70714285714287,0.1271107503602283,93.58,93.91,4006.9928571428572,455.78783191723056,3417.4,4658.6,60,600,15,0.625,0.629,4200
95.00428571428571,0.03309438162646561,94.96,95.06,3593.1114285714284,654.991255143369,2367.93,4366.25,60,600,15,0.625,0.618,4200
94.82833333333333,0.10980285363626374,94.7,95.0,3263.9966666666664,571.4667253538623,2363.57,4006.77,60,600,15,0.621,0.622,3600
95.62666666666667,0.03386246693120258,95.59,95.68,3163.4233333333336,707.3353421303552,1854.71,3834.81,60,600,15,0.636,0.616,3600
95.17,0.2302172886644286,94.93,95.52,3310.058333333333,640.0909656733694,2197.65,4116.03,60,600,15,0.619,0.623,3600
95.29285714285713,0.1644905555256703,95.06,95.48,3445.632857142857,530.3912765658414,2511.06,4162.57,60,600,15,0.625,0.617,4200
95.186,0.13612494260788077,95.02,95.37,3256.156,586.5696173345494,2442.31,3848.69,60,400,15,0.635,0.624,2000
95.146,0.047749345545255804,95.08,95.2,3373.286,401.46065446068303,2885.25,3963.18,60,400,15,0.626,0.62,2000
95.17,0.01870828693386836,95.15,95.19,3593.942,398.68555575791805,3003.25,4038.41,60,400,15,0.619,0.647,2000
95.1975,0.03499999999999659,95.18,95.25,3432.8450000000003,693.0931651901739,2590.62,4134.79,60,400,15,0.632,0.622,1600
95.442,0.05449770637375597,95.38,95.52,3249.954,545.2356665057781,2597.25,3774.68,60,400,15,0.626,0.622,2000
95.395,0.034156502553198916,95.36,95.44,3509.685,576.2889642358249,2857.09,4215.54,60,400,15,0.626,0.616,1600
95.11500000000001,0.3083828789021884,94.71,95.37,2830.965,304.4030918042721,2456.35,3112.93,60,400,15,0.621,0.622,1600
94.9825,0.12711543310445778,94.86,95.12,2986.325,438.7607105245408,2348.97,3350.82,60,400,15,0.633,0.619,1600
94.9075,0.19551214796017288,94.8,95.2,3545.495,326.30099054911443,3117.9,3905.47,60,400,15,0.617,0.624,1600
94.77374999999999,0.24510881937076628,94.41,95.2,3538.064375,265.88282208443513,2980.83,3890.03,60,400,15,0.618,0.62,6400
94.935,0.24826061575153993,94.67,95.18,2698.1099999999997,775.8519270668424,1673.35,3384.52,60,400,15,0.617,0.62,1600
94.86,0.23801260470824193,94.47,95.08,2359.856,898.3904233294119,1129.7,3365.16,60,400,15,0.622,0.627,2000
94.732,0.18294808006644955,94.53,95.01,2703.688,878.2580990346746,1307.54,3472.81,60,400,15,0.628,0.613,2000
94.83,0.056124860801611144,94.77,94.9,2691.044,700.1804767558149,1614.77,3500.93,60,400,15,0.624,0.628,2000
94.838,0.031144823004794285,94.81,94.88,2423.996,747.9515144579893,1411.29,2977.37,60,400,15,0.628,0.627,2000
94.97999999999999,0.09082951062292252,94.86,95.08,2432.9759999999997,823.7858274333202,1112.82,3197.96,60,400,15,0.622,0.628,2000
95.088,0.004472135955003456,95.08,95.09,2314.668,799.1090546164522,1324.53,3176.92,60,400,15,0.634,0.623,2000
95.15599999999999,0.06465291950098316,95.09,95.25,2502.56,816.8685076865186,1146.32,3051.54,60,400,15,0.625,0.63,2000
95.386,0.04722287581247216,95.31,95.42,2369.576,817.2809834628479,1129.7,2958.83,60,400,15,0.627,0.623,2000
95.8675,0.009574271077561475,95.86,95.88,2742.2975,605.2137626423136,1973.33,3419.91,60,400,15,0.633,0.629,1600
95.8575,0.005000000000003347,95.85,95.86,2748.6225,481.31615946104836,2131.7,3253.94,60,400,15,0.62,0.628,1600
95.874,0.005477225575047652,95.87,95.88,2329.592,680.0605858818757,1336.16,3014.11,60,400,15,0.636,0.623,2000
95.736,0.026076809620805406,95.69,95.75,2577.316,719.4926554385388,1489.55,3284.98,60,400,15,0.635,0.621,2000
96.132,0.06572670690062768,96.03,96.2,2635.6259999999997,814.8779486094835,1327.12,3379.95,60,400,15,0.623,0.625,2000
96.216,0.015165750888103286,96.2,96.24,2521.218,722.3290431098559,1678.49,3444.47,60,400,15,0.634,0.617,2000
96.22200000000001,0.016431676725155445,96.2,96.24,2568.098,597.3393634861175,1630.67,3211.38,60,400,15,0.63,0.623,2000
96.0775,0.01892969448600507,96.05,96.09,2667.66,963.1173485787355,1312.79,3541.96,60,400,15,0.61,0.644,1600
95.88199999999999,0.07854934754662779,95.8,95.99,2597.282,806.2121447361111,1450.95,3340.02,60,400,15,0.62,0.61,2000
95.01846153846154,0.2566724941063426,94.56,95.35,2862.435384615385,501.5608718227428,1642.23,3536.13,60,1200,15,0.632,0.627,15600
94.81083333333333,0.0739112899892753,94.71,94.98,2928.351666666667,636.8338261321087,1094.12,3628.79,60,1200,15,0.628,0.63,14400
94.96384615384615,0.0949156170446903,94.76,95.06,2980.0576923076924,533.6636362940275,1593.32,3647.7,60,1200,15,0.631,0.632,15600
94.99384615384616,0.051887452166273246,94.89,95.07,3047.216923076923,537.4798359378179,1860.26,3776.51,60,1200,15,0.618,0.618,15600
95.37,0.07931525131341123,95.2,95.47,3294.5633333333335,461.84746073555357,2232.59,3847.35,60,1200,15,0.617,0.622,14400
95.35666666666667,0.03626501778783248,95.3,95.43,3503.773333333333,357.4388036963512,2987.17,4077.41,60,1200,15,0.616,0.614,14400
95.57416666666666,0.09709024230846298,95.32,95.64,3461.943333333333,424.4190500251402,2567.28,4079.94,60,1200,15,0.62,0.615,14400
95.43384615384615,0.11708532939260008,95.27,95.58,3329.7884615384614,508.185482080545,2107.36,3961.01,60,1200,15,0.621,0.62,15600
95.58166666666666,0.07395739969534201,95.44,95.66,3041.726666666667,439.1527387912763,2007.89,3594.02,60,1200,15,0.619,0.617,14400
95.63692307692307,0.04571371336638337,95.57,95.7,2975.2,582.0498287374832,1589.0,3662.76,60,1200,15,0.614,0.616,15600
95.63538461538461,0.04464963318538778,95.58,95.7,2908.957692307692,412.24236176780454,1929.25,3505.84,60,1200,15,0.62,0.612,15600
95.66153846153846,0.04394051923644967,95.6,95.73,2797.270769230769,545.5749144474651,1569.39,3435.97,60,1200,15,0.624,0.612,15600
95.71692307692307,0.06074325962396555,95.63,95.8,2719.583846153846,587.4952929816892,1190.49,3401.76,60,1200,15,0.616,0.621,15600
95.93230769230769,0.13229725659499672,95.73,96.08,2971.579230769231,457.19910251555143,1809.65,3600.71,60,1200,15,0.616,0.611,15600
95.98230769230769,0.09337682137035493,95.77,96.08,2973.495384615385,419.5760672515252,2003.6,3496.51,60,1200,15,0.631,0.667,15600
96.09846153846154,0.0770114876545673,95.96,96.21,3097.415384615385,541.2833449407585,1736.9,3754.12,60,1200,15,0.632,0.631,15600
96.1275,0.11725070265344734,95.95,96.28,3156.4466666666667,449.1989492890919,2041.02,3823.13,60,1200,15,0.623,0.627,14400
96.31769230769231,0.043618391792497345,96.26,96.4,2940.7807692307692,540.5583529009847,1560.6,3689.42,60,1200,15,0.666,0.619,15600
96.21230769230769,0.05002563445438799,96.12,96.27,2898.5146153846154,550.7282708622495,1530.56,3504.86,60,1200,15,0.619,0.629,15600
96.24076923076925,0.06170650134056094,96.1,96.29,3147.2353846153846,481.675898134409,2344.57,3910.75,60,1200,0,0.644,0.626,15600
97.26846153846154,0.15317996789431737,96.85,97.38,4091.673076923077,404.43321322118203,3335.38,4802.23,60,1200,0,0.634,0.625,15600
97.70083333333334,0.157159926266976,97.34,97.82,3880.706666666667,526.5624050097928,2558.56,4641.22,60,1200,0,0.616,0.629,14400
98.25666666666666,0.14729891274876739,97.87,98.41,3698.9816666666666,430.5173534425198,2701.13,4263.81,60,1200,0,0.63,0.622,14400
98.14666666666666,0.1779342745527293,97.92,98.38,3253.7741666666666,533.9797091728612,2148.58,4111.01,60,1200,0,0.627,0.616,14400
98.13833333333334,0.12561364527305752,97.99,98.33,2860.3433333333337,506.1398677931794,1806.79,3501.91,60,1200,0,0.623,0.619,14400
98.40749999999998,0.10635489474566938,98.19,98.5,2305.3441666666668,64.59920566051636,2103.28,2343.11,60,1200,0,0.624,0.626,14400
98.4076923076923,0.10223778216766893,98.22,98.52,3617.2161538461537,539.8978285215709,2283.63,4328.27,60,1200,0,0.621,0.623,15600
97.22333333333334,0.0656898128719424,97.12,97.35,3888.7374999999997,469.5318001066206,3196.88,4731.14,60,1200,0,0.63,0.628,14400
97.635,0.19369610687409755,97.26,97.93,4145.662499999999,455.0103736904348,3311.58,4812.24,60,1200,0,0.625,0.624,14400
98.53615384615385,0.08352030307440575,98.34,98.63,3916.43,529.2207569310436,2730.9,4554.81,60,1200,0,0.625,0.622,15600
97.88923076923076,0.2830919031710838,97.32,98.15,2803.4684615384613,276.73597082315825,2542.37,3369.76,60,1200,0,0.622,0.632,15600
98.49083333333334,0.27770024170393837,98.07,98.87,3625.3641666666663,488.34872686074965,2495.94,4337.0,60,1200,0,0.666,0.633,14400
97.51916666666666,0.3309616383519502,97.09,97.99,3650.4225,484.1774554310922,2583.31,4292.36,60,1200,0,0.615,0.619,14400
96.70583333333333,0.23255335002116012,96.34,97.05,3484.295,459.5609651217521,2431.01,4173.3,60,1200,0,0.62,0.624,14400
62.14,39.42699887133181,0.0,124.19,1085.363125,86.69624080422021,976.15,1230.27,95,1500,0,0.918,0.925,24000
3.2900000000000005,3.29,0.0,6.58,1207.3500000000001,54.58054964911957,1171.55,1270.17,35,200,0,0.931,0.922,600
62.25125,39.402177245257235,0.0,124.16,1046.983125,93.89079505601174,812.69,1140.31,95,1500,0,0.925,0.93,24000
3.3066666666666666,3.3050012607158465,0.0,6.61,869.13,111.44422775541136,741.88,949.35,35,200,0,0.936,0.927,600
53.95375,1.1489234091095886,53.25,58.13,1475.39875,40.525757385478485,1416.15,1583.58,35,1500,15,0.93,0.946,24000
23.77,3.419999999999998,20.35,27.19,1234.5566666666666,36.97265250605272,1191.93,1257.92,35,200,15,0.933,0.927,600
54.772,0.9065885820717425,51.5,55.05,1202.99,42.882378831936435,1118.99,1279.61,35,1500,15,0.939,0.93,22500
24.953333333333333,8.315000501102409,16.64,33.27,1015.7600000000001,17.684238745278275,995.34,1025.97,95,200,15,0.94,0.945,600
77.442,0.07583608053631954,77.33,77.57,2826.644,565.3109946490612,1331.0,3281.84,60,1000,0,0.656,0.656,10000
77.01181818181819,0.04331701324380242,76.95,77.1,2798.410909090909,552.4608891940595,1643.28,3336.93,60,1000,0,0.637,0.626,11000
76.939,0.06690789689316906,76.85,77.05,2793.369,670.0750112644938,1024.3,3291.78,60,1000,0,0.642,0.635,10000
102.9509090909091,0.3319172952846713,102.48,103.45,3491.738181818182,546.5944394305193,2362.11,4257.35,80,1000,0,0.635,0.634,11000
101.701,0.43975877225790155,100.91,102.21,3285.577,770.3409658795398,1348.97,4180.71,80,1000,0,0.638,0.636,10000
104.609,0.6138304145102085,103.48,105.11,3408.329,533.2396667842916,2207.8,4053.29,80,1000,0,0.642,0.642,10000
105.57545454545453,0.10801515045248482,105.43,105.78,2787.4636363636364,626.170658499306,1203.42,3478.75,80,1000,0,0.632,0.629,11000
106.10090909090908,0.20057190957133483,105.76,106.34,2840.6363636363635,520.2520997415145,1711.97,3553.11,80,1000,0,0.635,0.635,11000
106.37909090909092,0.014459976109626982,106.36,106.4,2559.9936363636366,601.41563769614,1332.3,3110.72,80,1000,0,0.624,0.631,11000
106.33545454545455,0.0780209762004606,106.23,106.46,2528.4418181818182,726.6282090425361,816.91,3272.39,80,1000,0,0.639,0.63,11000
114.35666666666667,0.24914855006602565,114.05,114.74,2996.1511111111113,612.1403916268812,1918.53,3649.58,80,800,0,0.616,0.629,7200
114.53222222222222,0.2767570133608993,114.14,114.95,2675.2055555555553,730.4067728004563,1193.37,3456.93,80,800,0,0.645,0.653,7200
115.23666666666668,0.1400000000000016,115.02,115.4,2779.761111111111,807.5185804277888,1060.59,3637.78,80,800,0,0.645,0.635,7200
115.41875,0.030908852176312784,115.36,115.45,2805.44875,820.54410628275,943.9,3487.64,80,800,0,0.638,0.65,6400
115.36111111111111,0.14961988875518295,115.12,115.54,2729.253333333333,674.9628777014334,1276.92,3429.96,80,800,0,0.625,0.631,7200
115.6522222222222,0.061801654059128276,115.56,115.75,2690.8288888888887,809.8724706773968,918.03,3398.72,80,800,0,0.629,0.628,7200
115.97222222222223,0.02166666666667032,115.94,116.0,2656.211111111111,723.28867719681,1030.99,3390.11,80,800,0,0.632,0.634,7200
113.19125,0.5790494057381588,112.38,114.04,3139.955,630.9059000924217,1749.73,3930.06,80,800,0,0.632,0.665,6400
114.57111111111112,0.09102807869613908,114.42,114.68,2774.9777777777776,715.9355084045242,1147.82,3444.97,80,800,0,0.623,0.634,7200
104.18285714285715,0.41688184919767773,103.78,104.76,3094.1771428571424,610.8585660558502,2349.7,3883.83,80,600,0,0.639,0.628,4200
104.23142857142857,0.03804758924845387,104.19,104.3,3024.5285714285715,696.0562710832263,1917.63,3897.54,80,600,0,0.621,0.626,4200
107.01571428571428,0.4637836112835775,106.3,107.55,2782.8685714285716,634.3451228216538,1945.23,3656.18,80,600,0,0.625,0.628,4200
107.7757142857143,0.02439750182371752,107.75,107.81,2466.285714285714,577.8777811053458,1633.83,3058.86,80,600,0,0.617,0.617,4200
107.59333333333332,0.06623191577077102,107.53,107.7,2849.295,589.205896363911,1778.97,3483.69,80,600,0,0.619,0.624,3600
108.2,0.07118052168020647,108.1,108.3,3164.5085714285715,611.9053818586816,2159.76,4010.63,80,600,0,0.632,0.636,4200
107.96571428571428,0.13252133700617322,107.87,108.2,2629.7485714285713,636.8257928567429,1768.31,3497.49,80,600,0,0.636,0.633,4200
92.0,0.5327757501989001,91.52,92.85,2420.496,797.823363991053,1141.81,3076.8,60,400,0,0.64,0.617,2000
91.668,0.21087911228947828,91.37,91.9,2268.822,872.3921690214786,1257.92,3344.14,60,400,0,0.642,0.636,2000
92.03,0.04847679857416106,91.98,92.09,2228.7059999999997,735.0255165842884,1147.82,2901.3,60,400,0,0.638,0.642,2000
92.114,0.03130495168499653,92.08,92.16,2752.0299999999997,750.8518957490885,1696.83,3636.36,60,400,0,0.63,0.622,2000
93.02000000000001,0.07176350047204068,92.94,93.1,2193.076,459.21869150765195,1655.79,2718.9,60,400,0,0.626,0.629,2000
92.98400000000001,0.015165750888103832,92.97,93.0,3021.252,768.3044732851683,1790.54,3771.04,60,400,0,0.633,0.631,2000
93.00399999999999,0.018165902124581045,92.98,93.02,2664.304,705.7797490577352,1754.64,3406.31,60,400,0,0.64,0.622,2000
93.045,0.020816659994664012,93.02,93.07,2742.7200000000003,847.0494160712625,1573.77,3533.69,60,400,0,0.636,0.639,1600
93.158,0.03768288736283444,93.1,93.19,2845.618,622.8743497046576,2125.24,3523.95,60,400,0,0.641,0.633,2000
76.70454545454545,0.9903470466090534,74.67,78.25,3572.47,633.834629915406,1917.63,4252.1,60,1000,15,0.623,0.63,11000
76.24090909090908,0.4652623893128483,75.67,77.06,3233.2654545454543,659.9030675389173,1567.2,4074.87,60,1000,15,0.631,0.635,11000
73.57545454545455,0.09288311325140527,73.46,73.75,3730.938181818182,574.6558251478566,2436.67,4560.85,60,1000,15,0.635,0.632,11000
73.91272727272727,0.09187936755234338,73.81,74.08,3666.850909090909,627.0451673755977,2224.88,4568.76,60,1000,15,0.636,0.638,11000
73.95181818181818,0.06400284084604105,73.87,74.04,3871.570909090909,703.8256216060134,2085.21,4658.6,60,1000,15,0.637,0.637,11000
79.72090909090909,0.05557959076037446,79.64,79.8,3635.1899999999996,560.1927754086088,2493.19,4515.75,60,1000,15,0.625,0.623,11000
79.78099999999999,0.043320510923433406,79.74,79.87,3711.0589999999997,539.5219868951898,2604.53,4479.42,60,1000,15,0.614,0.615,10000
77.25090909090909,0.20196309293801323,77.07,77.64,3728.4836363636364,578.988798894637,2538.99,4530.2,60,1000,15,0.622,0.612,11000
76.82909090909091,0.08688550459709529,76.74,77.02,3837.1436363636367,527.1044054885659,2703.04,4371.37,60,1000,15,0.615,0.61,11000
76.55636363636364,0.058697994390388045,76.5,76.69,3898.13,557.401073339476,2644.5,4536.27,60,1000,15,0.627,0.63,11000
74.92272727272727,0.04244782894116809,74.88,75.01,2730.5554545454547,341.9565193519092,1990.68,3136.6,60,800,15,0.621,0.621,8800
74.93727272727273,0.07430893742894541,74.87,75.08,3060.7145454545457,698.114991636244,1433.05,3839.74,60,800,15,0.625,0.628,8800
74.95272727272727,0.06497551986570851,74.9,75.08,3027.343636363636,658.2068254017535,1881.41,3914.71,60,800,15,0.629,0.623,8800
74.88909090909091,0.08203103625512795,74.82,75.05,2986.9009090909094,533.4423602312542,1822.91,3728.38,60,800,15,0.637,0.626,8800
80.59444444444445,0.15573303367550792,80.4,80.89,3366.221111111111,486.8764846561301,2190.6,3922.17,60,800,15,0.62,0.62,7200
80.7188888888889,0.16586473739499544,80.49,80.96,3597.1966666666667,443.89440678499216,2878.09,4295.96,60,800,15,0.631,0.625,7200
80.71222222222222,0.3306727149984448,80.29,81.25,3651.008888888889,474.5663121062337,2724.59,4242.78,60,800,15,0.629,0.627,7200
78.315,0.18731181032095487,78.09,78.63,3348.07375,638.9453362699126,1986.36,4059.23,60,800,15,0.63,0.624,6400
79.24111111111111,0.83570994436534,78.07,80.48,3486.625555555556,304.42400402691277,2991.78,3921.29,60,800,15,0.634,0.618,7200
80.195,0.8275954843486534,79.01,81.38,3215.585,663.598203411845,1830.44,3838.84,60,800,15,0.638,0.622,6400
89.21833333333332,0.0541910201663193,89.15,89.3,3665.4733333333334,586.6670374127615,2675.54,4297.96,60,600,15,0.624,0.627,3600
89.1842857142857,0.04720774754816449,89.11,89.24,3898.2599999999998,462.73155882577686,3085.18,4455.93,60,600,15,0.625,0.621,4200
91.92428571428572,0.20435729681590864,91.71,92.26,3450.865714285714,422.42423615985655,2952.43,4011.49,60,600,15,0.626,0.622,4200
91.18714285714285,0.24716487653077462,90.97,91.63,3542.1014285714286,485.97397479798497,2906.04,4287.14,60,600,15,0.622,0.617,4200
94.21666666666665,0.4534166590087576,93.58,94.75,3734.5333333333333,547.0009350509982,2944.84,4519.94,60,600,15,0.616,0.612,3600
94.53285714285714,0.045721725585066667,94.47,94.59,3405.152857142857,548.6361169820509,2604.53,4201.23,60,600,15,0.615,0.616,4200
94.10285714285715,0.23300316776919114,93.85,94.52,3394.554285714286,649.4296349068452,2273.81,4254.52,60,600,15,0.622,0.623,4200
93.92999999999999,0.1579873412650534,93.83,94.21,3439.353333333333,677.1037128731955,2153.38,4181.53,60,600,15,0.632,0.618,3600
95.05999999999999,0.04472135954999358,95.01,95.13,3520.13,619.6465982585022,2367.21,4240.76,60,600,15,0.638,0.632,4200
95.04142857142857,0.0296808419852278,95.01,95.1,3667.1414285714286,621.432129343947,2521.31,4420.28,60,600,15,0.628,0.625,4200
93.39142857142858,0.1229401712797134,93.23,93.57,3934.2942857142857,591.4729298921784,2848.65,4590.92,60,600,15,0.631,0.627,4200
93.88571428571429,0.023704530408868746,93.84,93.91,3833.152857142857,479.98093596566537,3224.21,4518.79,60,600,15,0.619,0.634,4200
94.02428571428571,0.14281189759694907,93.86,94.24,3703.8757142857144,464.034404358741,3057.74,4521.08,60,600,15,0.618,0.626,4200
95.47714285714287,0.053452248382482505,95.42,95.57,3314.8514285714286,619.699990840422,2073.63,3907.23,60,600,15,0.626,0.622,4200
95.288,0.0408656334834065,95.26,95.36,3418.6639999999998,476.8599161493865,2705.59,4045.22,60,400,15,0.618,0.618,2000
94.48599999999999,0.11480418110853459,94.35,94.66,2623.702,743.2094571653404,1572.68,3303.78,60,400,15,0.631,0.621,2000
95.55799999999999,0.029495762407497038,95.51,95.58,2688.986,618.7298205436681,1894.16,3549.23,60,400,15,0.628,0.66,2000
95.7225,0.09708243919473365,95.59,95.8,2569.9425,895.9745855166132,1370.48,3508.78,60,400,15,0.631,0.635,1600
95.774,0.08324662155306446,95.69,95.9,2695.814,517.7572227212287,1778.97,2987.75,60,400,15,0.624,0.623,2000
95.798,0.028635642126551973,95.76,95.83,2415.8740000000003,599.3161240363884,1529.43,3117.9,60,400,15,0.637,0.629,2000
95.812,0.004472135954995313,95.81,95.82,2242.148,717.0435470527574,1325.82,3080.71,60,400,15,0.626,0.63,2000
95.864,0.059413803110052,95.78,95.94,2081.598,783.524349602487,974.38,2739.07,60,400,15,0.628,0.626,2000
95.83500000000001,0.04041451884326791,95.8,95.89,2681.4325,861.5204982423032,1488.4,3384.52,60,400,15,0.619,0.633,1600
95.9325,0.02217355782608091,95.91,95.96,2431.6875,821.941639103207,1294.32,3215.66,60,400,15,0.623,0.62,1600
96.048,0.05540758070877765,95.96,96.1,2683.33,722.7059009375806,1392.88,3067.85,60,400,15,0.628,0.625,2000
94.95692307692308,0.04110649084686527,94.9,95.01,3227.070769230769,353.61444233000304,2477.27,3798.31,60,1200,15,0.624,0.631,15600
95.03692307692307,0.05186273796998612,94.95,95.12,3216.5776923076924,571.5862328519622,1848.21,3890.91,60,1200,15,0.638,0.626,15600
95.36166666666666,0.07601833909515465,95.26,95.45,3449.7641666666664,439.13805831751677,2433.84,4071.5,60,1200,15,0.615,0.61,14400
95.69583333333333,0.051071844820146775,95.62,95.78,3034.9933333333333,441.8868330103067,1845.41,3542.44,60,1200,15,0.619,0.626,14400
95.88333333333333,0.05382350506023022,95.77,95.95,2867.4216666666666,478.70389000514785,1565.0,3475.79,60,1200,15,0.625,0.624,14400
96.125,0.08229658117278063,95.99,96.24,2761.6783333333333,438.628141924203,1493.01,3303.78,60,1200,15,0.614,0.617,14400
97.58416666666666,0.1890867205247063,97.26,97.83,3387.4491666666668,531.3725246166047,2119.57,4004.19,60,1200,0,0.624,0.627,14400
97.33,0.08570562726831789,97.24,97.51,4135.8925,416.7237446629466,3314.17,4783.57,60,1200,0,0.623,0.63,14400
98.50076923076924,0.20217408086685243,98.26,98.78,3520.0,480.6860241536743,2320.24,4251.29,60,1200,0,0.627,0.626,15600
98.36538461538461,0.17571830603817107,98.15,98.61,3425.6969230769228,453.1750809452608,2575.31,4156.37,60,1200,0,0.619,0.624,15600
98.34500000000001,0.15894538799107966,98.09,98.53,3183.1408333333334,307.2512920738667,2658.13,3705.24,60,1200,0,0.625,0.624,14400
