Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
330,60,800,15,81.04,3276.59,0.638,0.622,AISI 1010 carbon steel,2956.4,3.44,Good,
330,60,800,15,81.38,3838.84,0.638,0.622,AISI 1010 carbon steel,2956.4,3.44,Good,
336,60,600,15,89.22,2675.54,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
336,60,600,15,89.3,3755.96,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
336,60,600,15,89.15,3494.05,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
336,60,600,15,89.19,3562.78,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
336,60,600,15,89.26,4206.55,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
336,60,600,15,89.19,4297.96,0.624,0.627,AISI 1010 carbon steel,2948.0,3.22,Good,
338,60,600,15,89.23,3085.18,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.16,3963.61,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.24,4092.14,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.16,3663.22,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.11,3706.63,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.17,4455.93,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
338,60,600,15,89.22,4321.11,0.625,0.621,AISI 1010 carbon steel,2817.7,3.23,Good,
349,60,600,15,91.71,2952.43,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,91.76,2977.37,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,91.79,3279.22,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,91.85,4011.49,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,91.98,3951.01,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,92.12,3473.8,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
349,60,600,15,92.26,3510.74,0.626,0.622,AISI 1010 carbon steel,3088.6,3.54,Explode,
351,60,600,15,91.63,2906.04,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,91.41,2928.44,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,91.2,3610.73,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,91.07,4287.14,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,91.03,3734.37,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,91.0,3595.46,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
351,60,600,15,90.97,3732.53,0.622,0.617,AISI 1010 carbon steel,2910.4,3.48,Good,
354,60,600,15,93.58,2944.84,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
354,60,600,15,93.85,3397.21,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
354,60,600,15,94.12,3609.3,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
354,60,600,15,94.37,4060.5,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
354,60,600,15,94.63,4519.94,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
354,60,600,15,94.75,3875.41,0.616,0.612,AISI 1010 carbon steel,2617.3,3.44,Good,
356,60,600,15,94.47,2604.53,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.49,2875.69,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.51,3789.24,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.53,3310.54,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.56,3347.74,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.58,3707.1,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
356,60,600,15,94.59,4201.23,0.615,0.616,AISI 1010 carbon steel,2786.6,3.73,Good,
359,60,600,15,94.52,2273.81,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,94.29,2921.39,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,94.12,3893.12,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,94.04,3409.84,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,93.98,3366.69,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,93.92,3642.51,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
359,60,600,15,93.85,4254.52,0.622,0.623,AISI 1010 carbon steel,2788.4,3.48,Good,
360,60,600,15,93.83,2153.38,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
360,60,600,15,93.83,3592.58,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
360,60,600,15,93.83,3658.06,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
360,60,600,15,93.85,3496.01,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
360,60,600,15,94.03,3554.56,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
360,60,600,15,94.21,4181.53,0.632,0.618,AISI 1010 carbon steel,3069.5,3.36,Good,
365,60,600,15,95.07,2367.21,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.04,3359.53,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.01,3373.84,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.01,3516.13,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.06,4240.76,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.1,4148.5,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
365,60,600,15,95.13,3634.94,0.638,0.632,AISI 1010 carbon steel,2940.3,3.28,Good,
366,60,600,15,95.1,2521.31,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.06,3353.9,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.03,3676.35,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.01,4420.28,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.03,4242.38,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.03,3742.65,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
366,60,600,15,95.03,3713.12,0.628,0.625,AISI 1010 carbon steel,3061.1,3.1,Good,
372,60,600,15,93.57,2848.65,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.51,3768.3,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.44,4103.9,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.38,3772.86,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.33,3885.16,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.28,4570.27,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
372,60,600,15,93.23,4590.92,0.631,0.627,AISI 1010 carbon steel,3054.5,3.65,Good,
376,60,600,15,93.9,3224.21,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.9,3394.17,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.89,3679.15,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.91,4395.7,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.89,4518.79,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.87,3870.97,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
376,60,600,15,93.84,3749.08,0.619,0.634,AISI 1010 carbon steel,3033.0,3.3,Good,
377,60,600,15,93.86,3057.74,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,93.9,3417.9,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,93.94,3447.96,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,93.98,3897.09,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,94.08,4521.08,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,94.17,3848.69,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
377,60,600,15,94.24,3736.67,0.618,0.626,AISI 1010 carbon steel,3139.4,4.02,Good,
383,60,600,15,95.51,2073.63,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.47,3076.8,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.44,3666.04,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.43,3341.05,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.42,3343.62,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.5,3907.23,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
383,60,600,15,95.57,3795.59,0.626,0.622,AISI 1010 carbon steel,2617.3,4.06,Good,
393,60,400,15,95.26,2705.59,0.618,0.618,AISI 1010 carbon steel,2521.6,3.23,Good,
393,60,400,15,95.27,3420.42,0.618,0.618,AISI 1010 carbon steel,2521.6,3.23,Good,
393,60,400,15,95.27,4045.22,0.618,0.618,AISI 1010 carbon steel,2521.6,3.23,Good,
393,60,400,15,95.28,3510.74,0.618,0.618,AISI 1010 carbon steel,2521.6,3.23,Good,
393,60,400,15,95.36,3411.35,0.618,0.618,AISI 1010 carbon steel,2521.6,3.23,Good,
405,60,400,15,94.52,1572.68,0.631,0.621,AISI 1010 carbon steel,2960.6,3.98,Good,
405,60,400,15,94.66,2125.24,0.631,0.621,AISI 1010 carbon steel,2960.6,3.98,Good,
405,60,400,15,94.35,3303.78,0.631,0.621,AISI 1010 carbon steel,2960.6,3.98,Good,
405,60,400,15,94.44,2969.27,0.631,0.621,AISI 1010 carbon steel,2960.6,3.98,Good,
405,60,400,15,94.46,3147.54,0.631,0.621,AISI 1010 carbon steel,2960.6,3.98,Good,
414,60,400,15,95.51,1894.16,0.628,0.66,AISI 1010 carbon steel,2958.2,3.8,Good,
414,60,400,15,95.55,2343.11,0.628,0.66,AISI 1010 carbon steel,2958.2,3.8,Good,
414,60,400,15,95.57,2812.19,0.628,0.66,AISI 1010 carbon steel,2958.2,3.8,Good,
414,60,400,15,95.58,2846.24,0.628,0.66,AISI 1010 carbon steel,2958.2,3.8,Good,
414,60,400,15,95.58,3549.23,0.628,0.66,AISI 1010 carbon steel,2958.2,3.8,Good,
415,60,400,15,95.59,1370.48,0.631,0.635,AISI 1010 carbon steel,2820.7,3.25,Good,
415,60,400,15,95.71,2535.6,0.631,0.635,AISI 1010 carbon steel,2820.7,3.25,Good,
415,60,400,15,95.79,2864.91,0.631,0.635,AISI 1010 carbon steel,2820.7,3.25,Good,
415,60,400,15,95.8,3508.78,0.631,0.635,AISI 1010 carbon steel,2820.7,3.25,Good,
419,60,400,15,95.9,1778.97,0.624,0.623,AISI 1010 carbon steel,2795.5,3.47,Good,
419,60,400,15,95.8,2958.25,0.624,0.623,AISI 1010 carbon steel,2795.5,3.47,Good,
419,60,400,15,95.77,2799.93,0.624,0.623,AISI 1010 carbon steel,2795.5,3.47,Good,
419,60,400,15,95.71,2954.17,0.624,0.623,AISI 1010 carbon steel,2795.5,3.47,Good,
419,60,400,15,95.69,2987.75,0.624,0.623,AISI 1010 carbon steel,2795.5,3.47,Good,
421,60,400,15,95.76,1529.43,0.637,0.629,AISI 1010 carbon steel,2848.8,3.75,Good,
421,60,400,15,95.78,2178.0,0.637,0.629,AISI 1010 carbon steel,2848.8,3.75,Good,
421,60,400,15,95.8,2548.45,0.637,0.629,AISI 1010 carbon steel,2848.8,3.75,Good,
421,60,400,15,95.82,2705.59,0.637,0.629,AISI 1010 carbon steel,2848.8,3.75,Good,
421,60,400,15,95.83,3117.9,0.637,0.629,AISI 1010 carbon steel,2848.8,3.75,Good,
422,60,400,15,95.82,1325.82,0.626,0.63,AISI 1010 carbon steel,2899.0,3.11,Explode,
422,60,400,15,95.81,1695.82,0.626,0.63,AISI 1010 carbon steel,2899.0,3.11,Explode,
422,60,400,15,95.81,2452.85,0.626,0.63,AISI 1010 carbon steel,2899.0,3.11,Explode,
422,60,400,15,95.81,3080.71,0.626,0.63,AISI 1010 carbon steel,2899.0,3.11,Explode,
422,60,400,15,95.81,2655.54,0.626,0.63,AISI 1010 carbon steel,2899.0,3.11,Explode,
423,60,400,15,95.78,974.38,0.628,0.626,AISI 1010 carbon steel,2836.8,3.59,Good,
423,60,400,15,95.87,1535.04,0.628,0.626,AISI 1010 carbon steel,2836.8,3.59,Good,
423,60,400,15,95.94,2545.08,0.628,0.626,AISI 1010 carbon steel,2836.8,3.59,Good,
423,60,400,15,95.89,2739.07,0.628,0.626,AISI 1010 carbon steel,2836.8,3.59,Good,
423,60,400,15,95.84,2614.42,0.628,0.626,AISI 1010 carbon steel,2836.8,3.59,Good,
432,60,400,15,95.8,1488.4,0.619,0.633,AISI 1010 carbon steel,2880.5,3.84,Good,
432,60,400,15,95.81,2619.02,0.619,0.633,AISI 1010 carbon steel,2880.5,3.84,Good,
432,60,400,15,95.84,3384.52,0.619,0.633,AISI 1010 carbon steel,2880.5,3.84,Good,
432,60,400,15,95.89,3233.79,0.619,0.633,AISI 1010 carbon steel,2880.5,3.84,Good,
433,60,400,15,95.91,1294.32,0.623,0.62,AISI 1010 carbon steel,2760.2,3.29,Good,
433,60,400,15,95.92,2440.9,0.623,0.62,AISI 1010 carbon steel,2760.2,3.29,Good,
433,60,400,15,95.94,2775.87,0.623,0.62,AISI 1010 carbon steel,2760.2,3.29,Good,
433,60,400,15,95.96,3215.66,0.623,0.62,AISI 1010 carbon steel,2760.2,3.29,Good,
434,60,400,15,95.96,1392.88,0.628,0.625,AISI 1010 carbon steel,2817.7,3.64,Good,
434,60,400,15,96.03,3067.85,0.628,0.625,AISI 1010 carbon steel,2817.7,3.64,Good,
434,60,400,15,96.07,2944.26,0.628,0.625,AISI 1010 carbon steel,2817.7,3.64,Good,
434,60,400,15,96.08,3004.97,0.628,0.625,AISI 1010 carbon steel,2817.7,3.64,Good,
434,60,400,15,96.1,3006.69,0.628,0.625,AISI 1010 carbon steel,2817.7,3.64,Good,
442,60,1200,15,94.9,2477.27,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.9,2947.18,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.95,2950.68,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.96,3017.54,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.98,3592.11,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,95.0,3602.62,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,95.0,3104.07,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,95.01,3139.34,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,95.0,3521.5,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.97,3798.31,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.95,3187.19,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.92,3219.94,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
442,60,1200,15,94.9,3394.17,0.624,0.631,AISI 1010 carbon steel,3158.6,3.58,Good,
443,60,1200,15,94.95,1848.21,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.03,2399.68,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.04,2948.93,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.08,3683.36,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.12,3471.33,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.12,3135.5,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.08,3142.08,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.04,3674.94,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.03,3690.36,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.02,3155.73,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,95.0,3209.77,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,94.99,3564.71,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
443,60,1200,15,94.98,3890.91,0.638,0.626,AISI 1010 carbon steel,2863.7,3.94,Good,
449,60,1200,15,95.26,2433.84,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.26,3175.83,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.27,3762.36,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.29,3240.17,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.33,3303.78,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.36,3452.95,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.4,4071.5,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.44,3491.58,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.45,3329.71,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.44,3356.97,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.42,4052.87,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
449,60,1200,15,95.42,3725.61,0.615,0.61,AISI 1010 carbon steel,2976.8,3.66,Good,
452,60,1200,15,95.71,1845.41,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.71,3012.97,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.72,2910.18,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.75,2943.09,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.78,2913.13,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.75,3542.44,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.7,3261.33,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.68,3014.69,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.66,3003.83,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.64,3426.44,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.63,3514.66,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
452,60,1200,15,95.62,3031.75,0.619,0.626,AISI 1010 carbon steel,2897.8,3.63,Good,
457,60,1200,15,95.77,1565.0,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.84,2690.93,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.84,3206.55,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.86,2710.67,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.89,2813.42,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.92,2939.0,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.94,3379.95,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.95,2837.16,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.94,2938.41,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.92,2922.56,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.88,3475.79,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
457,60,1200,15,95.85,2929.62,0.625,0.624,AISI 1010 carbon steel,3047.9,3.37,Good,
459,60,1200,15,95.99,1493.01,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.09,2709.4,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.17,2701.77,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.2,2760.34,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.23,3044.21,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.24,3046.47,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.19,2708.76,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.13,2769.05,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.11,2882.27,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.08,3303.78,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.05,2794.4,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
459,60,1200,15,96.02,2926.68,0.614,0.617,AISI 1010 carbon steel,3192.7,3.94,Good,
468,60,1200,0,97.46,2119.57,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.61,2798.09,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.75,3175.83,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.83,4004.19,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.83,3710.34,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.74,3329.71,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.67,3341.05,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.59,3839.74,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.51,3982.23,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.42,3354.92,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.34,3368.73,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
468,60,1200,0,97.26,3624.99,0.624,0.627,AISI 1010 carbon steel,2865.5,3.85,Good,
471,60,1200,0,97.32,3314.17,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.35,3998.61,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.39,4522.98,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.44,3942.73,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.51,3792.87,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.38,4100.96,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.27,4757.97,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.25,4171.24,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.24,3881.17,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.25,4053.29,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.27,4783.57,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
471,60,1200,0,97.29,4311.15,0.623,0.63,AISI 1010 carbon steel,2860.7,3.32,Good,
474,60,1200,0,98.42,2320.24,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.57,3366.18,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.69,3235.39,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.74,3299.61,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.78,3580.12,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.78,4208.59,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.6,3629.26,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.46,3458.92,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.35,3528.82,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.3,4251.29,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.29,3906.79,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.27,3484.68,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
474,60,1200,0,98.26,3490.11,0.627,0.626,AISI 1010 carbon steel,2902.6,3.59,Good,
475,60,1200,0,98.38,2575.31,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.48,2750.98,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.59,3208.7,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.61,3311.58,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.61,3879.4,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.5,4156.37,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.37,3511.23,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.26,3414.88,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.23,3592.11,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.21,4071.92,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
