Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
6,95,1500,0,0.0,1213.38,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,8.29,1230.27,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,16.57,1217.63,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,24.85,1111.28,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,33.15,1126.65,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,41.45,1162.71,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,49.75,1135.77,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,58.03,1030.99,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,66.32,981.42,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,74.6,1017.56,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,82.88,1054.09,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,91.15,998.79,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,99.41,976.15,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,107.67,1010.77,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,115.93,1052.45,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
6,95,1500,0,124.19,1045.9,0.918,0.925,AISI 1010 carbon steel,4161.4,4.35,Good,DOE
8,35,200,0,0.0,1270.17,0.931,0.922,AISI 1010 carbon steel,1836.4,2.64,Bad,DOE
8,35,200,0,3.29,1180.33,0.931,0.922,AISI 1010 carbon steel,1836.4,2.64,Bad,DOE
8,35,200,0,6.58,1171.55,0.931,0.922,AISI 1010 carbon steel,1836.4,2.64,Bad,DOE
14,95,1500,0,0.0,812.69,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,8.36,863.98,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,16.7,1030.99,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,25.01,1039.3,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,33.33,997.07,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,41.63,1003.94,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,49.92,1101.95,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,58.22,1138.8,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,66.5,1128.18,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,74.76,1097.26,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,83.02,1094.12,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,91.26,1140.31,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,99.49,1128.18,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,107.72,1040.95,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,115.94,1055.72,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
14,95,1500,0,124.16,1078.29,0.925,0.93,AISI 1010 carbon steel,3970.1,3.94,Good,DOE
16,35,200,0,0.0,741.88,0.936,0.927,AISI 1010 carbon steel,2509.8,2.78,Bad,DOE
16,35,200,0,3.31,949.35,0.936,0.927,AISI 1010 carbon steel,2509.8,2.78,Bad,DOE
16,35,200,0,6.61,916.16,0.936,0.927,AISI 1010 carbon steel,2509.8,2.78,Bad,DOE
22,35,1500,15,58.13,1518.14,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.25,1480.28,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.25,1424.63,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.33,1416.15,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.4,1435.45,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.48,1476.8,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.55,1482.61,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.62,1474.46,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.68,1583.58,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.75,1489.55,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.82,1452.13,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.89,1480.28,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,53.95,1456.86,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,54.0,1495.31,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,54.05,1499.91,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
22,35,1500,15,54.11,1440.24,0.93,0.946,AISI 1010 carbon steel,4952.0,3.78,Explode,DOE
25,35,200,15,20.35,1253.82,0.933,0.927,AISI 1010 carbon steel,2867.4,2.5,Bad,DOE
25,35,200,15,23.77,1257.92,0.933,0.927,AISI 1010 carbon steel,2867.4,2.5,Bad,DOE
25,35,200,15,27.19,1191.93,0.933,0.927,AISI 1010 carbon steel,2867.4,2.5,Bad,DOE
28,35,1500,15,51.5,1118.99,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,54.91,1186.14,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,54.91,1170.08,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,54.93,1171.55,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,54.97,1187.59,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.01,1231.67,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.03,1219.04,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.05,1241.41,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.05,1270.17,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.05,1279.61,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.04,1204.85,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.04,1167.14,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.03,1199.12,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.03,1228.88,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
28,35,1500,15,55.03,1168.61,0.939,0.93,AISI 1010 carbon steel,3855.5,2.73,Explode,DOE
32,95,200,15,16.64,995.34,0.94,0.945,AISI 1010 carbon steel,2764.4,2.9,Bad,DOE
32,95,200,15,24.95,1025.97,0.94,0.945,AISI 1010 carbon steel,2764.4,2.9,Bad,DOE
32,95,200,15,33.27,1025.97,0.94,0.945,AISI 1010 carbon steel,2764.4,2.9,Bad,DOE
34,60,1000,0,77.57,1331.0,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.53,2575.31,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.5,2754.1,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.47,3081.27,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.44,2953.59,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.42,3114.59,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.41,2940.17,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.39,3281.84,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.36,3022.66,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
34,60,1000,0,77.33,3211.91,0.656,0.656,AISI 1010 carbon steel,3281.1,4.63,Good,
40,60,1000,0,77.1,1643.28,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.06,1859.34,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.02,2622.3,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,76.98,2852.27,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,76.95,3084.62,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,76.97,3217.26,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,76.98,2964.63,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.0,3074.01,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.01,3134.95,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.02,3336.93,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
40,60,1000,0,77.04,2992.93,0.637,0.626,AISI 1010 carbon steel,3256.1,4.57,Good,
41,60,1000,0,77.0,1024.3,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.95,2343.11,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.91,3127.26,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.87,2963.47,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.85,3020.95,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.87,2930.79,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.92,3291.78,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,76.96,3131.11,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,77.01,3088.52,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
41,60,1000,0,77.05,3012.4,0.642,0.635,AISI 1010 carbon steel,3385.3,4.42,Good,
56,80,1000,0,103.45,2362.11,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,103.36,2636.04,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,103.26,3535.64,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,103.16,3854.49,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,103.06,3426.44,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.94,3481.72,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.82,3840.63,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.72,4257.35,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.64,3549.23,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.57,3648.64,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
56,80,1000,0,102.48,3816.83,0.635,0.634,AISI 1010 carbon steel,3002.5,3.75,Good,
62,80,1000,0,100.91,1348.97,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.14,3099.08,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.39,3077.36,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.64,3154.64,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.92,3664.16,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,102.2,3920.42,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,102.21,3342.08,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,102.04,3432.46,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.87,3635.89,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
62,80,1000,0,101.69,4180.71,0.638,0.636,AISI 1010 carbon steel,2943.9,3.91,Good,
65,80,1000,0,103.48,2207.8,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,103.8,2874.5,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,104.12,3802.38,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,104.45,3674.01,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,104.78,3385.03,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,105.11,3378.93,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,105.11,3839.29,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,105.1,4053.29,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,105.08,3398.22,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
65,80,1000,0,105.06,3469.84,0.642,0.642,AISI 1010 carbon steel,2931.9,3.53,Good,
74,80,1000,0,105.78,1203.42,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.71,2134.93,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.65,2732.79,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.61,3268.18,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.59,2801.78,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.57,2996.95,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.54,2886.44,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.51,3478.75,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.49,3077.92,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.45,3102.41,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
74,80,1000,0,105.43,2978.53,0.632,0.629,AISI 1010 carbon steel,3321.3,3.62,Good,
77,80,1000,0,105.76,1711.97,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,105.83,2191.38,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,105.91,2574.64,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.0,2846.84,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.08,2997.52,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.16,3368.73,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.2,2876.29,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.24,3089.08,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.28,2980.83,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.31,3553.11,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
77,80,1000,0,106.34,3056.61,0.635,0.635,AISI 1010 carbon steel,2881.7,3.43,Good,
79,80,1000,0,106.4,1332.3,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.39,1531.68,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.38,2298.64,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.37,2785.77,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.37,2681.96,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.36,2837.76,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.36,2689.01,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.37,3011.83,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.38,2821.96,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.39,3110.72,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
79,80,1000,0,106.4,3058.3,0.624,0.631,AISI 1010 carbon steel,2678.9,3.35,Good,
83,80,1000,0,106.23,816.91,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.24,1532.8,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.26,2352.63,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.29,2703.68,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.31,2725.85,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.33,2934.9,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.35,2774.63,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.38,3109.06,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.41,2786.39,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.43,3272.39,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
83,80,1000,0,106.46,2803.62,0.639,0.63,AISI 1010 carbon steel,2876.9,3.51,Good,
88,80,800,0,114.74,1918.53,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.63,2128.47,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.53,2848.05,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.45,2974.48,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.35,3649.58,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.25,3453.94,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.15,3202.26,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.06,3216.19,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
88,80,800,0,114.05,3573.86,0.616,0.629,AISI 1010 carbon steel,2976.2,3.35,Good,
91,80,800,0,114.14,1193.37,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.23,1804.89,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.33,2512.43,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.43,2898.93,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.52,2856.49,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.62,3456.93,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.73,3178.0,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.84,3106.84,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
91,80,800,0,114.95,3068.97,0.645,0.653,AISI 1010 carbon steel,2843.4,3.47,Good,
92,80,800,0,115.02,1060.59,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.08,1833.26,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.13,2920.8,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.19,3221.54,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.25,2940.17,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.31,3113.48,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.35,3215.66,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.4,3637.78,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
92,80,800,0,115.4,3074.57,0.645,0.635,AISI 1010 carbon steel,2726.7,3.53,Good,
93,80,800,0,115.42,943.9,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.44,2364.3,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.44,3181.24,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.45,3094.64,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.44,3024.37,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.41,3026.07,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.39,3321.43,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
93,80,800,0,115.36,3487.64,0.638,0.65,AISI 1010 carbon steel,2783.6,3.41,Good,
101,80,800,0,115.12,1276.92,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.19,1954.94,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.26,2882.27,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.32,3145.36,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.38,2874.5,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.43,3040.82,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.48,3029.48,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.53,3429.96,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
101,80,800,0,115.54,2929.03,0.625,0.631,AISI 1010 carbon steel,2683.1,3.41,Good,
102,80,800,0,115.56,918.03,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.59,1903.22,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.61,2534.92,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.63,3299.61,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.65,2981.41,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.67,2952.43,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.69,2919.62,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.72,3309.5,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
102,80,800,0,115.75,3398.72,0.629,0.628,AISI 1010 carbon steel,2757.8,3.45,Good,
105,80,800,0,115.94,1030.99,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.95,1970.71,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.96,2775.87,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.96,2853.48,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.97,2851.67,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.98,2864.31,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,115.99,3214.59,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,116.0,3390.11,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
105,80,800,0,116.0,2954.17,0.632,0.634,AISI 1010 carbon steel,2777.6,3.37,Good,
123,80,800,0,114.04,1749.73,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,113.79,2970.43,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,113.53,3436.97,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,113.29,3082.95,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,113.06,3221.0,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,112.83,3395.18,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,112.61,3930.06,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
123,80,800,0,112.38,3333.32,0.632,0.665,AISI 1010 carbon steel,2770.0,2.95,Good,
133,80,800,0,114.42,1147.82,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.46,2165.33,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.51,2740.33,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.56,2859.5,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.59,3317.8,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.62,3444.97,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.64,3006.69,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.66,3142.08,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
133,80,800,0,114.68,3150.28,0.623,0.634,AISI 1010 carbon steel,2726.1,3.62,Good,
136,80,600,0,103.91,2349.7,0.639,0.628,AISI 1010 carbon steel,3051.5,3.83,Good,
136,80,600,0,103.78,2372.29,0.639,0.628,AISI 1010 carbon steel,3051.5,3.83,Good,
136,80,600,0,104.32,2829.27,0.639,0.628,AISI 1010 carbon steel,3051.5,3.83,Good,
136,80,600,0,104.76,3142.08,0.639,0.628,AISI 1010 carbon steel,3051.5,3.83,Good,
